Time                        Bx(nT)         By(nT)         Bz(nT)
          9980.3766         -2.3706         4.6583        15.0175
          9983.3845         -3.0971         3.0628        14.1869
          9986.3925         -2.1256         3.8447        12.4759
          9989.4004         -2.4009         5.3645        11.9925
          9992.4084          0.3008         5.6638        12.1658
          9995.4163         -0.9238         1.6965        10.8495
          9998.4243         -0.7809         1.4131         9.2411
          10001.432         -0.6351         4.0625         9.8928
          10004.440         -0.4385         3.9172        11.3940
          10007.448         -1.4975         4.6152        11.1396
          10010.456         -2.7042         4.7397        10.8971
          10013.464         -2.4718         4.5831        11.9069
          10016.472         -2.2926         3.9565        12.1063
          10019.480         -2.6134         4.1350        11.9139
          10022.488         -2.1137         4.3613        14.1207
          10025.496         -2.3908         5.1603        14.9359
          10028.504         -2.7687         4.1897        14.6994
          10031.512         -4.0101         3.5998        13.9746
          10034.520         -4.0629         4.2322        14.3807
          10037.528         -3.2498         3.6463        15.5734
          10040.536         -3.8715         4.4347        15.1832
          10043.544         -2.2366         4.7712        14.8168
          10046.551         -1.8025         3.4647        12.3084
          10049.559         -1.2310         4.6218        12.2442
          10052.567         -0.9445         4.7639        12.1887
          10055.575         -3.5403         5.5360        13.6082
          10058.583         -2.6932         4.6862        12.4805
          10061.591         -2.1851         4.8295        13.4692
          10064.599         -1.2682         4.3515        11.8385
          10067.607         -2.7771         3.4645        12.1430
          10070.615         -3.5172         4.1266        13.1672
          10073.623         -2.6330         4.4469        13.2915
          10076.631         -3.1853         4.8784        13.7194
          10079.639         -3.5773         4.3708        13.3514
          10082.647         -3.9785         3.5885        13.2001
          10085.655         -3.8811         3.6380        13.0844
          10088.663         -2.5650         2.2440        13.9665
          10091.671         -1.7811         1.6259        13.6188
          10094.679         -1.3721         2.6386        12.0827
          10097.687         -1.6547         2.9250        12.8336
          10100.695         -2.5549         2.2981        13.4243
          10103.703         -3.6421         4.3237        13.5152
          10106.710         -3.5499         4.8252        13.0205
          10109.718         -3.3483         5.0917        12.2521
          10112.726         -3.2711         5.0072        11.9983
          10115.734         -3.4731         4.4288        14.0907
          10118.742         -3.4387         3.4677        14.1624
          10121.750         -2.8082         3.5569        14.3191
          10124.758         -2.5695         3.0730        14.1220
          10127.766         -3.0489         3.7966        14.3863
          10130.774         -2.9967         2.6073        14.4607
          10133.782         -3.2391         2.2799        14.4564
          10136.790         -2.2409         2.7560        14.3761
          10139.798         -1.7061         4.9127        12.7108
          10142.806         -2.2854         4.1558        13.6651
          10145.814         -3.1250         4.0928        12.7030
          10148.822         -2.5614         3.7991        14.6848
          10151.830         -1.4618         3.8659        15.3118
          10154.838         -1.0712         2.7192        15.6474
          10157.846         -1.5301         3.1903        13.8266
          10160.854         -0.8192         4.2566        11.8948
          10163.862         -0.7164         4.3235        13.6087
          10166.870         -1.7100         3.0886        14.2337
          10169.877         -2.3259         3.7527        14.8672
          10172.885         -1.9723         4.2122        13.0004
          10175.893         -2.4403         4.8393        13.2275
          10178.901         -2.5236         5.3746        13.5349
          10181.909         -2.3520         3.9248        12.9817
          10184.917         -2.7610         4.9494        12.0528
          10187.925         -3.8508         4.8508        13.0960
          10190.933         -4.4059         5.2845        13.9452
          10193.941         -3.5237         4.9769        14.0006
          10196.949         -2.7846         3.3607        12.9776
          10199.957         -2.5857         3.5164        12.6143
