Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          3296.7120       -275.5730       128.2172       -22.0935         9.0965       104.9106
          3299.7200       -271.8354       121.9954       -20.8871         8.9489       107.0168
          3302.7279       -266.1594       119.9574       -22.6582         8.9776       101.9368
          3305.7359       -269.3661       122.5583       -24.0576         9.1836        99.5820
          3308.7438       -273.1080       127.1741       -23.0626         8.9136       104.5188
          3311.7518       -273.8252       124.5775       -20.5638         8.8600       106.3065
          3314.7597       -278.1105       121.6384       -19.2178         9.1727       107.6068
          3317.7677       -277.3418       121.5255       -18.0007         9.2441       114.3258
          3320.7756       -271.1572       122.9327       -21.9022         9.1941       112.4466
          3323.7836       -267.6728       127.5956       -26.0111         9.0349       106.4885
          3326.7915       -262.3737       128.1625       -26.0302         8.9692       106.9852
          3329.7995       -264.8193       129.2570       -25.8799         9.0590       101.9310
          3332.8074       -269.6578       128.4425       -25.1221         9.6661       100.7370
          3335.8154       -273.8165       130.3554       -24.5679         9.7320       104.0777
          3338.8233       -268.5801       131.6622       -27.1743         9.1780       104.4570
          3341.8313       -262.7914       126.1205       -25.8373         9.1678       103.1210
          3344.8392       -264.3337       122.6966       -23.7800         9.1930       104.3417
          3347.8472       -266.4096       122.9088       -22.7086         9.2647       105.3773
          3350.8551       -269.2422       127.7083       -23.3542         9.2598       104.2371
          3353.8631       -270.4411       130.3396       -21.1277         9.3406       103.6689
          3356.8710       -270.3801       122.6062       -21.5160         9.0636       104.4700
          3359.8790       -266.8619       120.5855       -23.8234         8.8125       104.3131
          3362.8869       -267.2434       122.3663       -22.2571         9.2255       103.8824
          3365.8949       -265.4652       125.5896       -20.4226         9.0541       104.5336
          3368.9028       -264.5396       125.4896       -15.5263         9.2399       105.5211
          3371.9108       -268.8977       122.1811       -16.6400         8.9493       107.1933
          3374.9187       -276.7865       122.9387       -20.8109         8.8503       105.8048
          3377.9267       -282.8520       125.6752       -21.4856         9.1619       106.8775
          3380.9346       -280.5080       126.1532       -19.8282         9.1993       107.0304
          3383.9426       -274.3900       124.6010       -20.3106         9.1209       104.7348
          3386.9505       -277.5804       122.7192       -20.9043         9.3158       105.8900
          3389.9585       -278.9619       121.7005       -21.8246         9.3514       107.1961
          3392.9664       -276.9119       120.8833       -20.1608         9.3721       103.9184
          3395.9744       -279.4784       122.6297       -16.0157         9.1944       102.8384
          3398.9823       -284.2496       123.9894       -15.6800         8.9279       105.8195
          3401.9903       -277.7259       123.4571       -15.1512         8.8667       108.6913
          3404.9982       -268.9659       128.4612       -15.9265         8.8510       108.5173
          3408.0062       -268.9970       131.4372       -18.5983         8.8059       105.8251
          3411.0141       -263.6391       135.3347       -18.8645         8.6978       105.2500
          3414.0221       -264.2540       131.5013       -20.1220         8.7845       106.2894
          3417.0300       -267.1972       125.8119       -18.6051         8.9475       107.3599
          3420.0380       -267.1078       126.4615       -17.3421         9.2636       106.3567
          3423.0459       -268.6050       131.6185       -17.3642         9.2665       104.6580
          3426.0539       -270.1230       132.3443       -17.5708         9.0087       103.6635
          3429.0618       -272.0702       127.2569       -18.1277         9.1475       100.9206
          3432.0698       -270.6772       127.9878       -19.4769         9.0000       100.2957
          3435.0777       -271.5645       133.8813       -17.8016         8.7447       104.2551
          3438.0857       -272.1867       132.9415       -15.8891         8.7632       107.9447
          3441.0936       -273.6192       131.5373       -20.2507         8.9741       104.1302
          3444.1016       -271.3306       130.5599       -21.9818         9.1101       102.0064
          3447.1095       -269.0729       127.8763       -18.6646         9.4637       103.5510
          3450.1175       -266.3019       123.3995       -18.9503         9.2158       101.5586
          3453.1254       -268.5160       123.2976       -19.2954         8.8709        97.7241
          3456.1334       -269.9358       127.5472       -21.1304         8.8930        98.0168
          3459.1413       -263.2164       133.5404       -21.3534         9.0580       101.0942
          3462.1493       -261.1914       132.2418       -19.2570         9.5004       104.1094
          3465.1572       -263.2423       129.0714       -17.2637         9.3616       106.3954
          3468.1652       -266.1647       121.7097       -18.7388         9.5193       102.7342
          3471.1731       -268.2416       122.1143       -20.0676         9.7190       104.9244
