Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/07:16:13          9.0959         6.7400        31.0651        33.0637       -47.2848        90.5959        29.0361       106.2382         4.4084       241.3379
2007-06-08/07:16:16          8.6965         6.9265        31.9825        33.8597       -66.2265        92.0532        22.3646       115.5851         4.9244       230.5000
2007-06-08/07:16:19          7.1490         1.4983        32.4572        33.2690       -66.9082        47.8000       -30.7097        87.7760         4.7029       281.8430
2007-06-08/07:16:22          8.7733        -5.5750        33.7065        35.2729       -70.9151        73.8701       -26.8426       105.8597         3.7766       285.6588
2007-06-08/07:16:25          8.7700        -7.9740        32.1918        34.3047       -66.6051       101.3167       -23.7061       123.5447         4.2700       239.8012
2007-06-08/07:16:28         10.6889       -10.9493        31.1292        34.6867       -74.7455        91.1105       -17.3859       119.1229         4.4441       223.2721
2007-06-08/07:16:31         11.9620       -11.5966        31.5421        35.6718       -95.6457       125.5007       -27.6375       160.1947         4.0046       237.5142
2007-06-08/07:16:34         12.8195       -13.8995        32.0407        37.2041       -99.9248       139.1016       -33.6726       174.5510         3.7822       204.6653
2007-06-08/07:16:37          7.4827        -8.0208        35.7787        37.4225      -110.8130       151.3414       -21.3403       188.7833         3.5443       182.2258
2007-06-08/07:16:40         11.9344        -0.3394        38.6458        40.4480       -85.6012       141.7012       -13.4477       166.0953         3.6313        87.8991
2007-06-08/07:16:43         12.8476        -3.6879        38.8147        41.0518       -83.8640       138.6286         2.3995       162.0395         4.1529        46.7929
2007-06-08/07:16:46         12.6759        -4.1671        38.9460        41.1683       -80.3034       136.8833         2.8724       158.7259         4.2305        34.9137
2007-06-08/07:16:49         12.2346        -3.4084        38.9544        40.9725       -92.7230       141.0278         7.8251       168.9604         4.2470        36.3247
2007-06-08/07:16:52         12.0827        -1.9668        38.8785        40.7603      -105.3571       138.2750        12.9325       174.3197         4.2591        36.0043
2007-06-08/07:16:55         12.8632        -2.9008        38.7564        40.9382      -108.9870       143.0571        12.4842       180.2757         4.2877        36.9245
2007-06-08/07:16:58         13.0640        -4.4549        38.3644        40.7719      -111.7244       129.2992        13.1332       171.3858         4.3464        38.4635
2007-06-08/07:17:01         12.5887        -6.0232        38.3961        40.8536       -99.8901       139.2581        12.3807       171.8259         4.1197        32.9483
2007-06-08/07:17:04         11.7546        -5.7434        38.6257        40.7811       -99.9721       138.9244        11.4733       171.5402         3.9072        32.8438
2007-06-08/07:17:07         11.6421        -5.3708        38.4694        40.5497      -103.3225       129.9984        10.3109       166.3774         3.9601        36.0091
2007-06-08/07:17:10         11.4686        -4.7199        38.5230        40.4701      -108.6639       131.3055        12.7301       170.9123         4.2820        35.7703
2007-06-08/07:17:13         11.2241        -4.3778        38.6652        40.4987      -107.0494       135.1274        12.0195       172.8105         4.2115        34.9025
2007-06-08/07:17:16         10.8042        -4.2445        38.6704        40.3750      -108.4801       126.6509        14.4082       167.3797         4.3339        33.2331
2007-06-08/07:17:19         10.3404        -3.7115        38.7694        40.2959      -111.4812       131.5095        17.4567       173.2845         4.4597        33.0035
2007-06-08/07:17:22          9.9672        -3.4013        38.8846        40.2856      -115.1453       138.8238        19.2231       181.3836         4.6301        34.0740
2007-06-08/07:17:25          9.5933        -3.8572        38.5921        39.9532      -115.3161       135.6269        18.8884       179.0229         4.4968        35.4410
2007-06-08/07:17:28          9.6685        -3.4446        38.5407        39.8840      -120.3713       130.7625        19.9703       178.8488         5.4442        35.3372
2007-06-08/07:17:31          9.3523        -2.8461        38.7324        39.9470      -129.9297       127.8474        23.4892       183.7891         5.6342        35.8923
2007-06-08/07:17:34         11.0371        -1.0162        37.9662        39.5510      -153.8051       118.3614        31.7504       196.6558         5.1657        34.3096
2007-06-08/07:17:37         14.4382         0.8566        34.3846        37.3027      -182.0238       109.0810        40.5280       216.0413         4.5687        67.9792
2007-06-08/07:17:40          9.3643         2.5847        35.0261        36.3483      -119.8587       138.9940       -18.5861       184.4746         2.8802       211.0517
2007-06-08/07:17:43          8.5785        -0.9506        34.2479        35.3188       -92.8940       126.5683       -30.9984       160.0304         3.9767       222.6326
2007-06-08/07:17:46          2.7119        -0.3055        33.3277        33.4392       -48.8309       146.3965       -17.8288       155.3520         3.2459       265.0267
2007-06-08/07:17:49          4.9837        -0.3271        32.7445        33.1233       -71.7922        98.6403         9.9716       122.4069         4.7546       237.4289
2007-06-08/07:17:52          3.4249        -0.2472        33.0209        33.1990       -48.7650       104.5622        18.3418       116.8233         5.0015       229.6810
2007-06-08/07:17:55          3.9421        -0.4650        32.2180        32.4616       -37.6116       100.3272        15.9063       108.3198         4.8269       221.8522
2007-06-08/07:17:58          6.7789        -0.5811        31.7310        32.4523       -50.8017       102.0087        14.4158       114.8669         5.0282       233.4351
2007-06-08/07:18:01          6.6478        -0.4226        31.9081        32.5960       -45.3623       105.6247         7.0477       115.1694         4.7831       250.1683
2007-06-08/07:18:04          7.1073         1.9805        32.2777        33.1102       -41.8440       104.3793       -12.2078       113.1150         4.4685       251.1919
2007-06-08/07:18:07         10.4367         1.4412        32.2622        33.9389       -53.1478        71.4975       -15.3327        90.3973         3.1336       308.4818
2007-06-08/07:18:11          9.9719         0.0870        32.6354        34.1250       -59.4944        55.7544        -2.2139        81.5662         2.4493       365.3723
2007-06-08/07:18:14          9.0295        -0.1830        33.5112        34.7068       -44.1306        76.2729       -15.4979        89.4721         1.2732       640.3471
2007-06-08/07:18:17          9.0120         0.7854        31.5071        32.7801       -17.2145        90.0082        -3.2349        91.6966         1.9233       485.7903
2007-06-08/07:18:20          9.2341        -0.0877        30.3219        31.6970       -55.0315        96.3882         0.2217       110.9918         4.0730       308.7730
2007-06-08/07:18:23          9.5937         1.2894        30.5087        32.0076       -54.1739        79.1146         0.8543        95.8888         4.7236       286.1742
2007-06-08/07:18:26          9.1497         3.0083        31.4290        32.8717       -59.8410        64.6511       -15.4413        89.4379         4.0611       301.1861
2007-06-08/07:18:29          9.4404         6.2001        31.3499        33.3224       -56.0533        66.0323       -30.0363        91.6756         3.6285       301.4366
2007-06-08/07:18:32         10.8041         9.8313        32.2221        35.3786       -79.0583        69.4593       -19.6443       107.0547         3.1597       307.9140
2007-06-08/07:18:35         11.2194        10.6922        30.3493        34.0776       -59.2427        67.8144        14.4469        91.1987         3.7015       306.5276
2007-06-08/07:18:38         11.7382        11.5981        31.1180        35.2225       -73.2669        44.1667        27.4772        89.8540         4.7552       262.0794
2007-06-08/07:18:41         12.4500        10.3056        32.9957        36.7413       -89.5585         3.2075       -20.7923        91.9964         3.5421       259.1241
2007-06-08/07:18:44          8.2774        -9.0825        35.1784        37.2630       -65.0539        40.4107       -19.5884        79.0490         4.1957       229.1481
