Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/06:42:11          0.3464         1.5482         8.4188         8.5670        76.2299         7.9431         0.0788        76.6426         1.1218       662.3049
2008-04-15/06:42:14          0.4536         1.4746         8.2729         8.4155        78.5988         7.8799        -2.1967        79.0234         1.0635       658.7588
2008-04-15/06:42:17          0.2175         1.3381         8.2436         8.3543        68.5894        10.8542        -3.9789        69.5568         1.0926       659.5996
2008-04-15/06:42:20          0.0712         1.0332         8.2371         8.3019        57.7999        14.4890       -12.1376        60.8118         1.1218       687.7599
2008-04-15/06:42:23          0.0320         1.0792         8.1558         8.2269        52.4836        24.2539       -12.7220        59.1999         1.0635       708.2126
2008-04-15/06:42:26          0.2201         0.9776         8.3574         8.4172        47.9932        22.4687       -15.1721        55.1215         1.0635       703.2376
2008-04-15/06:42:29          0.3055         0.9116         8.4781         8.5325        40.1553        26.4696       -13.1857        49.8693         1.0344       707.4328
2008-04-15/06:42:32          0.5739         1.0124         8.4364         8.5163        46.8599        23.2325       -16.8164        54.9399         1.0635       723.3395
2008-04-15/06:42:35          0.6297         1.0809         8.3707         8.4637        33.2510        28.2529        -6.9543        44.1839         1.1801       660.0235
2008-04-15/06:42:38          0.9231         1.3398         8.4757         8.6305        30.9227        22.7496       -12.6931        40.4336         1.0635       725.4083
2008-04-15/06:42:41          0.9171         1.4664         8.5846         8.7571        25.7059        25.2324        -7.6432        36.8223         1.0926       743.1560
2008-04-15/06:42:44          1.0918         1.4714         8.6776         8.8689        19.2256        28.5822       -13.0774        36.8454         1.0635       713.9453
2008-04-15/06:42:47          1.2754         1.6625         8.8395         9.0844        11.6713        23.6970       -12.7197        29.3182         1.0926       693.8884
2008-04-15/06:42:50          1.2770         1.7458         9.0461         9.3011         3.3140        28.5578        -9.7298        30.3513         1.0635       729.9551
2008-04-15/06:42:53          1.4943         1.5149         9.1749         9.4184        -1.5495        30.9803        -7.4115        31.8922         1.0635       708.2639
2008-04-15/06:42:56          1.5701         1.7216         9.3520         9.6379        -6.0512        28.5059        -6.9071        29.9485         1.1218       672.8346
2008-04-15/06:42:59          1.3501         1.6986         9.4242         9.6708        -5.0977        19.5406        -3.0184        20.4190         1.1509       658.5258
2008-04-15/06:43:02          1.4462         1.5751         9.4271         9.6665       -16.9186        18.2643        -1.2933        24.9299         1.1801       655.0425
2008-04-15/06:43:05          1.1590         0.9508         9.5122         9.6296       -23.7523        10.7332        -3.1908        26.2593         1.2092       634.8228
2008-04-15/06:43:08          0.8856         0.6254         9.7551         9.8151       -28.8551        12.5605        -3.7036        31.6875         1.1509       669.6610
2008-04-15/06:43:11          0.7441         0.4529         9.6110         9.6504       -36.4448         2.1325        -4.9216        36.8374         1.1218       681.1795
2008-04-15/06:43:14          0.7648         0.3231         9.5909         9.6267       -37.2879        -2.0126       -10.6005        38.8177         1.1509       699.1380
2008-04-15/06:43:17          0.7118         0.2264         9.4081         9.4377       -37.3596        -3.4369        -5.6132        37.9349         1.1218       716.8648
2008-04-15/06:43:20          0.7795         0.2764         9.3333         9.3699       -37.1377        -9.8007        -4.7809        38.7056         1.0926       738.1836
2008-04-15/06:43:23          0.7716         0.0856         9.2753         9.3078       -34.6360       -10.6247        -3.6070        36.4081         1.0635       741.8928
2008-04-15/06:43:26          0.8888        -0.1241         9.3560         9.3990       -41.0787       -17.6876        -4.9449        44.9974         1.0052       790.6506
2008-04-15/06:43:29          0.9520        -0.4652         9.2912         9.3514       -41.4131       -23.5195       -11.1611        48.9161         0.9761       799.3091
2008-04-15/06:43:32          0.8777        -0.5296         9.0461         9.1040       -40.1365       -34.9513        -8.4962        53.8954         1.0052       783.2402
2008-04-15/06:43:35          0.9998        -0.7339         8.9981         9.0832       -41.8121       -36.4331        -8.6781        56.1331         1.0052       800.8974
2008-04-15/06:43:38          0.9365        -0.7781         9.1926         9.2728       -48.8914       -37.3597        -5.2365        61.7538         1.0344       726.7366
2008-04-15/06:43:41          0.4768        -0.3864         9.4804         9.5003       -43.8208       -33.1503        -3.2788        55.0450         1.1509       676.2665
2008-04-15/06:43:44          0.3764        -0.3017         9.5518         9.5640       -39.1131       -48.0616        -3.0118        62.0389         1.1801       662.4593
2008-04-15/06:43:47          0.5656        -0.3245         9.1608         9.1840       -31.9700       -57.6474        -6.1760        66.2076         1.1218       704.0545
2008-04-15/06:43:50          0.8656        -0.2260         9.1025         9.1463       -24.8977       -56.3439        -6.9336        61.9887         1.1509       663.3074
2008-04-15/06:43:53          1.1756        -0.2244         9.2226         9.2999       -16.3635       -61.2964        -9.5938        64.1643         1.0926       707.7442
2008-04-15/06:43:56          0.9756        -0.5386         9.3211         9.3875        -9.1183       -70.8472       -12.2062        72.4670         1.1218       695.8813
2008-04-15/06:43:59          0.9398        -0.6342         9.6866         9.7528        -6.2823       -68.3922       -10.0670        69.4141         1.1218       645.3621
2008-04-15/06:44:02          1.4055        -0.8687         9.9907        10.1264         5.6647       -77.1243        -7.9547        77.7401         1.1218       634.6553
2008-04-15/06:44:05          1.6933        -0.7371        10.2225        10.3879        15.8947       -79.8330       -11.0343        82.1444         1.1509       606.7228
2008-04-15/06:44:08          1.3724        -0.6852        10.0743        10.1904        23.5186       -70.6833       -13.7106        75.7445         1.2966       566.6030
2008-04-15/06:44:11          2.4816        -1.3449        10.5842        10.9541        16.6717       -60.2722       -12.6445        63.8010         1.3549       509.0287
2008-04-15/06:44:14          1.7757        -0.7195        10.8247        10.9929        26.8750       -62.5501        -8.5849        68.6183         1.3549       505.8789
2008-04-15/06:44:17          1.4191        -0.3825        10.5180        10.6202        24.4504       -64.5102         8.3548        69.4923         1.5006       454.7374
2008-04-15/06:44:20          0.1211         1.0873        10.8257        10.8808        28.1764       -58.9134        12.1734        66.4296         1.5880       433.4255
2008-04-15/06:44:23         -0.4234         0.4783        10.5461        10.5654        35.2514       -54.6115        16.3265        67.0197         1.5588       449.0074
2008-04-15/06:44:26         -0.2531         1.0130        10.4295        10.4816        41.6328       -48.7054        15.9902        66.0394         1.5880       429.7474
2008-04-15/06:44:29         -0.8451         1.8285        10.1831        10.3804        38.3091       -40.4253        14.8707        57.6449         1.6754       430.5691
2008-04-15/06:44:32         -1.0916         1.3200        10.7089        10.8450        32.3361       -29.8666        17.1600        47.2451         1.6754       420.4225
2008-04-15/06:44:35         -1.5436         1.2632        10.7973        10.9800        32.0455       -28.6140         8.5458        43.8030         1.5588       424.6736
2008-04-15/06:44:38         -1.8411         1.2645        10.5334        10.7676        34.5768       -16.0188        14.7960        40.8788         1.6171       419.6848
2008-04-15/06:44:41         -2.4773         0.5050        10.1292        10.4399        29.7601       -11.0600        20.8621        37.9897         1.6171       433.4452
2008-04-15/06:44:44         -2.0556         0.3802        10.1846        10.3969        27.4591        -1.9711        28.6469        39.7308         1.6754       424.0727
